Press,Headline,Analysis
연합뉴스,테슬라보다 뜨거운 중국 전기차 주가..이달 230%↑ '거품' 논란,중립
노컷뉴스,"""코나 전기차 13대가 불에 탔다.. 못 밝히나 안 밝히나?""",부정
중앙일보,[2020 올해의 차] 미래의 모델하우스.. 전기차 인터페이스의 혁신성 빛나,긍정
조선비즈,"[전기차시대] ③ '엔진' 역할 하는 배터리 경쟁, 핵심 목표는 '더 싸게'",중립
지디넷코리아,"""전기차 충전 끝나면 즉시 출차""..충전 에티켓 전파 확산",중립
뉴시스,떠오르는 수소전기차..니콜라 대박에 시장확대 기대감↑,긍정
연합뉴스,정의선-최태원 이르면 7일 만난다..'전기차 회동' 마무리(종합),중립
뉴시스,잇따른 동맹 구축..전기차 배터리 가격 떨어지나,중립
중앙일보,"""4년내 전기차 시대"" 이 절박감이 4대총수 짝짓기 이끌었다",긍정
중앙SUNDAY,한 번 충전으로 서울~부산..'3세대 전기차' 개발 가속,긍정
연합뉴스,정의선·구광모 첫 회동..미래 전기차 배터리 협력 논의(종합),중립
머니투데이,남좋은 일만 한 '전기차 보조금'..너도나도 테슬라만 뽑았다,부정
연합뉴스,"중국 전기차 토종 기업들, 중국시장서 테슬라 추격전 시동",중립
연합뉴스,이재용-정의선 머리 맞댄 전고체 배터리는 '차세대 전기차 핵심',긍정
중앙일보,전기차 엔진룸에 둥지 틀었다..그곳서 7남매 키운 '딱새 가족',중립
조선일보,[만물상] 전기차 화재,부정
국민일보,"SK이노, 2025년 전기차 배터리 '글로벌 1위' 전초 기지 부푼 꿈",중립
연합뉴스,"""올해 전기차 배터리 출하 사상 첫 감소 전망..14% ↓""",부정
전자신문,"[신차드라이브]""이게 전기차라고?""..현존 최강 '아우디 e-트론'",중립
지디넷코리아,"小 주차장, 전기차 충전방해금지법 면제 왜?..정부 ""몰라""",부정
한국경제TV,'훨훨' 나는 전기차 시장..에코프로비엠-삼성SDI 합작법인 설립,긍정
연합뉴스,中 CATL 200만km 달리는 전기차 배터리 개발..수명 16년,긍정
전자신문,"[단독]테슬라, 韓 전기차 충전사업 '시동'..유료화 임박",중립
조선비즈,SUV도 전기차로.. 자율차 실내는 스위트룸처럼,긍정
연합뉴스,전기차 싸지고 배터리 빌려 쓴다..5년 뒤 가격 1천만원↓,중립
연합뉴스,'애플 전기차' 자체 배터리 기술 적용되나..K배터리 3사 '촉각',중립
MBC,요금할인 사라지고 정비소 없고..전기차의 '역주행',부정
전자신문,제네시스도 전기차 전환 가속..500km 달리는 'EV 버전' 나온다,긍정
중앙일보,전기차 배터리 중국 공장 10일이 고비,중립
YTN,자율주행 전기차 '애플 카'.. 자동차전문가의 분석,중립
중앙일보,"[뉴스분석] 애플, 전기차까지 만들어?",중립
노컷뉴스,"[제주의 꿈을 함께]""이제는 전기차산업의 파이 키울 때""",긍정
한국경제TV,"""전기차 망설여지네..""..""쏘렌토 하이브리드 어때?"" [궁금타]",부정
KBS,5년 뒤 전기차 113만대 수소차 20만대..미래차 대세 바뀐건가?,중립
연합뉴스,"전기차 허브 목표 인도네시아, 2030년까지 충전소 3만1천개 필요",중립
연합뉴스,[톡톡 지방자치] '붕붕붕' 전기차 천국 만드는 제주도 저탄소정책과,긍정
지디넷코리아,"부실한 전기차 충전방해금지법..""위반차량 신고 하나마나""",부정
머니투데이,1000만원 넘게 전기차 보조금 줬는데 '1800억' 남았다,부정
국민일보,150조 전기차 시장 열리는데.. LG화학·SK이노 9년째 내전 중,부정
KBS,[ET] 소화기 뿌려도 '활활'..전기차 배터리 화재 실험,부정
전자신문,"[단독] 값비싼 전기차, 내년부터 국가 보조금 못 받을 듯",부정
디지털타임스,간판 바꿔달고 근본적 혁신.. 전기차·모빌리티 기업 변신,중립
뉴시스,中 전기차 보조금 정책 유지?..배터리 업계 '촉각',중립
연합뉴스,"벤츠 차세대 고급 전기차 '비전 EQS' 국내 첫 공개..""내년 양산""",긍정
지디넷코리아,무법 주차장으로 전락한 '전기차 완속 충전소',부정
연합뉴스,'외제차 보다 전기차가 무서워'..배터리 교체비만 2천만원 넘어,부정
조선비즈,"[시승기] 포르쉐 타이칸, 뛰어난 완성도..슈퍼카도 전기차 시대",긍정
연합뉴스,배터리 3사 공장 다 둘러본 정의선..전기차로 세계공략 박차,긍정
연합뉴스,정의선-최태원도 만났다..미래 전기차 배터리 협력 논의(종합),중립
연합뉴스,전기차가 역시 대세..슈퍼카 벤틀리도 10년내 완전 전환,긍정
오토타임즈,[하이빔]한국산 전기차 막겠다는 미국 대통령,부정
정책브리핑,이제 전기차 충전 편해지겠네~,긍정
지디넷코리아,"[시승기] 르노 전기차 ZOE, 내리막길서 주행가능거리 17km↑",긍정
동아일보,글로벌 브랜드 속속 상륙.. 뜨거운 '전기차 레이스',긍정
뉴시스,"""현대·GM·포드 등 車업계, 전기차 잇딴 화재에 골머리"" WSJ",부정
머니투데이,규제 풀었더니..전기차 전용주차장 사라진다,부정
연합뉴스,"환경부 ""전기차 충전 기본요금 체계 개선..한시 지원도 검토""",중립
뉴시스,현대차 차세대 전기차 브랜드명은 '아이오닉'..내년 출시(종합),중립
중앙일보,충전요금 인상에 전기차 사면 되레 손해? 가성비 따져보니,부정
뉴시스,[코로나 이후 신세계]전기차 배터리 수요 굳건..공급처 다변화로 위기 돌파,긍정
전자신문,미국 전기차 판매량 10년 만에 첫 감소,부정
뉴시스,"쎄미시스코, 2인승 전기차 '이브이 제타' 출시",중립
쿠키뉴스,코로나19에 변동성 증시..외국인 순매수 '전기차·IT·반도체' 집중,중립
뉴시스,약진하는 테슬라·도전하는 현대차..전기차시장 '활활',긍정
중앙일보,"GM 사활 건 전기차 보라, 여기에 '탈홍콩' 韓유치전 답 있다",중립
연합뉴스,전기차 대세 되기 전에 '준(準)하이브리드' 뜬다,중립
경향신문,인프라 부족..성장 더딘 전기차,부정
머니투데이,코나 820만원·랜드로버 605만원..전기차 보조금 양극화,중립
연합뉴스,"정의선 ""2025년 전기차 점유율 10% 이상..글로벌 리더될 것""(종합)",긍정
연합뉴스,올해 수입 전기차 판매 4배로 늘어..내년 신차 경쟁 본격화,긍정
매일경제,전기차 올라탄 한온..영업익 5천억 '시동',긍정
연합뉴스,SK 최태원-현대차 정의선 이번주 만난다..'전기차 회동' 마무리,중립
연합뉴스,일본 전기차 차세대배터리 집중지원..한·중과 경쟁 가속,중립
일간스포츠,중고 가격 보장에 자체 보조금까지..뜨거워지는 전기차 시장,긍정
연합뉴스,'전기차 결함' 신고 4년 새 46배 급증..조사 인프라 확충 시급,부정
국민일보,하반기 전기차 판매 경쟁 후끈 달아오른다,긍정
연합뉴스,"""10년 내 전기차를 대세로""..테슬라 참여 미 로비단체 출범",긍정
뉴시스,"현대·기아차, 전기차 수출 '활짝'..전년比 128% ↑",긍정
경향신문,2025년까지 '반값 전기차' 나온다,긍정
데일리안,"""韓 전기차 경쟁력 높이려면 R&D 투자 늘려야 """,중립
연합뉴스,중국 전기차 강력 드라이브..2025년 판매 20% 친환경차로,긍정
연합뉴스,"인니 산업부 장관 ""LG화학, 전기차 시범사업 참여 기대""",긍정
파이낸셜뉴스,"""테슬라 잡아라"".. GM·포드·닛산, 전기차 액셀 밟는다",긍정
연합뉴스,"[발언대] ""전기차보급 목표는 제주의 첨단 제조업 육성""",중립
한국경제,"""테슬라 잡아라""..中 전기차 스타트업 大戰",중립
뉴시스,현대차 차세대 전기차 브랜드명은 '아이오닉'..첫차 '포니' 재해석,긍정
문화일보,"소형·준중형급 넘어.. 프리미엄 전기차, 고품격 유혹",긍정
KBS,[테크톡] 애플 '아이카'?..소식에 전기차 시장 '흔들',부정
JTBC,"[발품경제] 불 나고, 혜택 줄고..'전기차 사도 될까요?'",부정
뉴시스,"구광모 만난 정의선, '전기차 배터리' 협력 모색",중립
MBC,"""3년 뒤 반값 전기차""..100만 마일 배터리는 없었다",부정
뉴시스,전기차 보급 11만 시대..급속 충전소 등 '인프라 '부족',부정
지디넷코리아,"환경부 ""고가 전기차 보조금 제외, 테슬라 겨냥 아니다""",중립
전자신문,전기차 국가 보조금 최대 820만원..차상위층 10% 추가 지원,긍정
조선비즈,"[시승기] 볼트EV, 대중 전기차 주행거리 400km 시대 열다",긍정
머니투데이,"전기차 보조금, 단순히 '비싼차' 뺀다고 테슬라 추월 못한다",부정
주간경향,전기차 시대 가속도 붙었다,긍정
연합뉴스,현대차 정의선-LG 구광모도 만난다..전기차 동맹 확대(종합),긍정
전자신문,[이슈분석]고성능·고효율 '전기차' 新시장 열린다,긍정
지디넷코리아,"불만 쌓이는 코나 전기차 리콜..""일주일 대기""",부정
지디넷코리아,스타필드 고양 전기차 충전소에 일반차도 주차하세요?,중립
노컷뉴스,'도요타 쫓는 기아차'..한국 전기차·배터리 모두 날았다,긍정
전자신문,[기고]전기차 산업의 데이터 가치,중립
매일경제,[글로벌 트렌드] 66억 美슈퍼볼 30초광고에..전기차도 달려왔다,중립
조선비즈,"불난 '코나 전기차' 결국 리콜..국토부 ""배터리 분리막 결함""",부정
연합뉴스,현대차 넥쏘 국내 판매 1만대 돌파..수소전기차 대중화 성큼,긍정
연합뉴스,시공간 제약 없이 전기차 충전하도록..기아차 '온디맨드 서비스',긍정
연합뉴스,"GM, 중국에 첫 완전 전기차 출시..테슬라에 도전장",중립
전자신문,"중국, 전기차 보조금 올해 말 중단에서 2년 더 연장한다",긍정
연합뉴스,인도네시아 자카르타 공항에 '현대차 전기차' 20대 운행 시작,긍정
지디넷코리아,"환경부 ""고가 전기차 보조금 제한 사실 아니다""",중립
KBS,전기차라서?..렌터카 사고 비용 4천만 원 '폭탄',부정
한국경제,"""전기차 시장 잡아라""..GM, 전기차 생산 확대 '시동'",긍정
아이뉴스24,"상반기 전기차 보조금, 테슬라·中업체 싹쓸이",부정
중앙일보,코로나에 배터리 값 급락..'전기차 흑자' 속도 내는 현대차,긍정
연합뉴스,정의선-최태원 오늘 '전기차 회동'..어떤 얘기 오갈까,중립
연합뉴스,전기차 보조금 줄어든다..내년에 달라지는 자동차 관련 제도,부정
한국경제,"[신차털기] BMW 530e, 출퇴근족 위한 '명예 전기차'",중립
뉴시스,[車블랙박스]윤곽 드러낸 현대차 차세대 전기차..'아이오닉5' 기대감↑,긍정
뉴시스,"정부, 친환경차 배출가스 검사 제외..수소·전기차 규제 뜯어고친다",중립
오토타임즈,"[하이빔]보조금은 전기차, 회수는 배터리?",중립
경향신문,"전기차와 '심장' 배터리, 얼마나 아시나요",중립
중앙일보,프리미엄 전기차 쏟아진다.. 'K배터리' 경쟁도 치열,중립
쿠키뉴스,"커져가는 전기차시장..""보조금 지급 지속해야""",긍정
전자신문,국내 전기차 '10만대 시대' 임박..지난달 누적 등록 9만3572대,긍정
뉴시스,전기차 팽창에 국내외 완성차-배터리 업체 간 동맹 이어질 듯,중립
연합뉴스,새만금 전기차 클러스터 조성 합동 기공식 개최..10월 완공 예정,중립
뉴시스,"연초부터 유럽 전기차 판매 2배 이상 급증..""올해 확산 원년 기대""",긍정
전자신문,[이슈분석]내년 전기차 보조금 어떻게 바뀌나..올해 보다 줄어든다,부정
오토타임즈,"[하이빔]수출용 중고 전기차, 배터리와 세금",중립
뉴시스,"정의선, 산업현장서 그린뉴딜 이끈다..전기차·수소사회 청사진내놔",긍정
연합뉴스,[특징주] 전기차시장 성장 전망에 배터리업체 주가 강세(종합),긍정
연합뉴스,전기차 불나면 어떻게 끌까..전기 흐르는지 먼저 확인,부정
지디넷코리아,"논란의 전기차 보조금 상한제, 테슬라 겨냥했나",부정
연합뉴스,CATL 배터리 단 전기차 잇따라 화재..중국 배터리는 아직?(종합),부정
문화일보,제로백 1.85초 .. 슈퍼 전기차가 몰려온다,긍정
연합뉴스,"강원 완성형 전기차 '포트로' 첫 출고..""유럽·베트남 누빈다""",긍정
YTN,전기차 충전요금 오른다 (김필수의 Car~ 좋다!),부정
뉴시스,"환경부, 올해 전기차 8만4150대·수소차 1만280대 보급",중립
뉴시스,[세쓸통]'테슬라 게 섰거라'..K-전기차 어디까지 왔나,중립
국민일보,성장판 활짝 열린 전기차.. 글로벌 '배터리 동맹' 잰걸음,긍정
매일경제,제네시스·BMW도 출격..전기차 고객은 설렌다,긍정
연합뉴스,"싱가포르 언론 ""현대차, 싱가포르서 2022년 전기차 3만대 생산""",중립
뉴시스,"빌 게이츠 새 전기차는 '포르쉐'..머스크 ""역시 감동 없어""",부정
한국경제,"배터리 빌려쓰고, 보조금 받고..2000만원 '반값 전기차' 나온다",긍정
중앙일보,"'테슬라 비싸지고, 아이오닉5 싸진다?'..바뀌는 전기차 보조금",중립
뉴시스,"현대·기아차, 미 '카누'와 차세대 전기차 플랫폼 공동개발",긍정
연합뉴스,러시아 700만원대 소형전기차 올해 말 대량생산..주행거리 200km,중립
오토타임즈,전기차 보조금 상한제 확정..기준 가격은?,중립
오토타임즈,"[시승]대중교통 대신 초소형 전기차 타볼까, 캠시스 쎄보-C",중립
국민일보,"""테슬라 독주 더 못보겠다"".. 달아오르는 수입 전기차 시장",긍정
세계일보,"""테슬라 잡아라"".. 보조금 장착 수입 전기차 잇단 출사표",긍정
연합뉴스,"폴크스바겐, 중국 전기차·배터리 기업에 2조9천억원 투자",긍정
매일경제,전기차 시장 키운다지만..테슬라가 보조금 싹쓸이,부정
중앙일보,"[2020 중앙일보 COTY] '하나뿐인 전기차', 메르세데스-벤츠 EQC",중립
전자신문,VK 신화 '이철상'..전기차 시장 두 번째 도전장,중립
뉴시스,정의선·구광모 만난다..전기차 배터리 협업 논의(종합),중립
디지털타임스,전용 플랫폼 출시 앞둔 韓전기차..10개월래 판매 최저,부정
지디넷코리아,주행거리 늘어나는 전기차..500km대 육박,긍정
한겨레,원재료부터 전기차까지..판 커지는 '배터리 합종연횡',중립
머니투데이,전기차 보조금 '하후상박'..테슬라 비싸지고 코나는 '반값',부정
YTN,전기차 전용 플랫폼 공개..내년은 대중화 '속도' 낸다,긍정
한국경제,"친환경차 10만대 시대, 하이브리드 SUV 대전..전기차도 새 모델 쏟아져",긍정
지디넷코리아,9천만원 초과 전기차 내년부터 보조금 못 받는다,부정
한국경제TV,"""전기차 배터리 대란 온다""..글로벌 '합작 열풍'",중립
노컷뉴스,한국타이어 '전기차 최적화' 전용 타이어 주도,긍정
지디넷코리아,"정부, 전기차 보조금 지급체계 개편 나선다",중립
일간스포츠,충전 빨라지고 신차 쏟아진다..판 커지는 전기차 시장,긍정
연합뉴스,현대차 전기차 브랜드 '아이오닉'..4년간 3종 내놓는다,중립
뉴시스,"[올댓차이나] 中 전기차 비야디, 2300억원 정부 보조금 받아",긍정
연합뉴스,"제주 운전자, 전기차 이용 '운행비 절감' 만족도 높아져",긍정
연합뉴스,"로이터 ""폴크스바겐, 중국 전기차·배터리 기업 인수 임박""",중립
지디넷코리아,'전기차 메가스테이션' 그린뉴딜 힘 보탠다,긍정
세계일보,"전기차, 이번엔 '충돌 후 화재'.. 안전성 논란 재점화",부정
조선비즈,"[시승기] 가성비 눌러 담은 르노 전기차, 조에",긍정
국민일보,'뼈대'부터 다른 전기차 만든다.. 전용 플랫폼 개발 전쟁,중립
전자신문,"[단독]현대차, 서울에 세계 최대 '초급속 전기차 충전소' 연다",긍정
조선비즈,'제2의 테슬라' 어디?.. 글로벌 '전기차 스타트업' 격돌,중립
뉴시스,"[車블랙박스]188년 전 원유전기마차, 전기차의 시작을 알리다",중립
디지털타임스,전기차 보조금 '예산 돌려쓰기',부정
중앙일보,[단독] 화재·브레이크 결함..애증의 코나 전기차 국내 단종,부정
머니투데이,올해 전기차 보조금 놓쳤다면..잠시만 기다리세요,중립
전자신문,[단독]세계 최초 '비대면 무선충전' 내년 '제네시스 전기차' 탑재,긍정
디지털타임스,"제네시스, 내년은 전기차 '원년'..차세대 고급차 시장 선점",긍정
지디넷코리아,"""야외 전기차충전소 지붕 챙겨라""..민주당, 정부에 촉구",부정
연합뉴스,코로나에도 전기차는 질주..현대·기아차 수출 58% 껑충,긍정
한겨레,"정의선, LG 구광모도 만난다..국내 '전기차 동맹' 확대",긍정
조선비즈,"'100만 마일 전기차 배터리' 개발하는 美·유럽..""아시아 따라잡겠다""",중립
중앙일보,"테슬라 잡아라, 아우디·BMW도 전기차 쏟아낸다",중립
중앙일보,"럭셔리 전기차, 아우디가 테슬라·벤츠보다 잘 팔려",긍정
국민일보,팬데믹 끝나면 전기차 싸움에 불꽃 튄다,중립
국민일보,전기차 충전시설 '불법주차' 단속.. 장애인 주차구역만큼 강화,부정
연합뉴스,"머스크 ""10년뒤 테슬라 전기차 2천만대 생산""..55배 증가 예측",긍정
동아일보,"""애플, 이르면 2024년 자율주행 전기차 선보일 것""",중립
국민일보,"'테슬라 독주' 지속..전기차 시장 판도, 내년엔 바뀔까",중립
매일경제,'SK 차이나 인사이더' 결실..'전기차 배터리' 中시장 질주,긍정
중앙일보,"바이든 '탄소 제로' 약속, K배터리·전기차 '큰 장' 온다",긍정
동아일보,"""미래 차 시장 패권은 우리 것"".. 中 야심찬 '전기차 굴기'",중립
디지털타임스,글로벌 전기차 배터리 '합종연횡'..눈치싸움도 치열,중립
연합뉴스,아우디 e-트론 55 콰트로 출시..수입차 전기차 경쟁 확대,중립
한국경제,억대 수입 전기차에도..'화끈한 보조금' 논란,부정
KBS,'전기차 배터리 화재' 실험해보니..소화기 뿌리면 '활활',부정
KBS,[ET] 잘나가던 전기차 '코나' 국내외서 대규모 리콜,부정
연합뉴스,테슬라 질주에 수입차 전기차 앞다퉈 국내 출시..판매 8배로↑,긍정
연합뉴스,"현대차, 수소전기차 '넥쏘' 올해 국내 판매목표 1만대 이상",긍정
뉴시스,올해 '수출 1호 전기차' 유럽으로 출발..수소트럭 현지 시범운행,중립
파이낸셜뉴스,"日 니혼덴산, 전기차 모터 승부수.. 2000억엔 글로벌 투자",긍정
지디넷코리아,"이재용-정의선 회동, 미래 전기차 협력 물꼬 틀까",중립
연합뉴스,포드도 전기차 배터리 자체생산 움직임..K배터리 '긴장',부정
머니투데이,"'3단 로켓' 올라탄 韓 전기차, 테슬라 겨냥",부정
동아일보,"""누가 당선돼도 전기차 전환 가속도"" 설레는 업계",긍정
국민일보,"""초반 주도권 잡아라"".. 전기차 시장 전략적 협력 열풍",긍정
머니투데이,"""저 세상 주식"" 옛말?..테슬라 널뛰자 전기차株 '멀미'",부정
연합뉴스,수출품의 혁신..반도체·석유화학 부진 속 전기차·바이오 약진,중립
조선비즈,"'불붙는' 전기차업계, 잇따라 리콜.. K-배터리 타격 불가피",부정
YTN,1일 연료비 5백원?! 각광받는 초소형 전기차 [김필수의 CAR~~ 좋다!],긍정
동아일보,유럽이 사랑한 전기차 '르노 조에' 국내 상륙.. 최대 309km 주행,긍정
일간스포츠,"""220V만 있으면 충전 OK""..초소형 전기차가 뜬다",긍정
전자신문,"대구, '코로나19'로 전기차 보급량 절반 줄인다",부정
조선비즈,전기차에 세금 부과?.. 유류세 감소에 자구책 내놓은 호주,부정
연합뉴스,전기차·코로나에 완성차업계 고용불안 고조..임단협도 난항,부정
중앙일보,테슬라 주가 하루 만에 20% 급등 ..엑셀 밟는 전기차 관련주,긍정
머니투데이,현대 전기차 이제부턴 '아이오닉'..핸드폰처럼 '번호'로 부른다,긍정
한국경제,[천자 칼럼] 전기차 '충전 난민',부정
쿠키뉴스,테슬라 열풍에 국내 전기차 시장 '경쟁 치열',중립
디지털타임스,"""테슬라 스톱""..국내 전기차 시장 춘추전국시대 개막",중립
전자신문,[사설]전기차 보조금 효율성 높이자,중립
오토타임즈,"전기차 폐배터리 반납 의무 폐지, 보조금 유출 대안은?",부정
지디넷코리아,전기차 '루시드 에어' 공개..테슬라 위협할까,중립
한겨레,"""엔진차보다 싸게"" 전기차 '100달러 배터리팩' 경쟁",긍정
조선비즈,중국 전기차가 온다,중립
디지털타임스,"[포럼] 전기차시대, 관건은 소비자",중립
머니투데이,"車램프 사업 2000억 투자 유치..LG, 전기차 R&D 속도낸다",긍정
조선비즈,"전기차 시대, 불붙는 모터스포츠·고성능차 경쟁",긍정
데일리안,"[시승기] 르노 전기차 '조에', 도심 출퇴근의 알뜰한 동반자",긍정
연합뉴스,"이재용·정의선, 단독 회동..현대차-삼성 전기차 배터리 첫 논의",중립
경향신문,"정의선·구광모, 이번엔 차세대 전기차 배터리 '동맹'",긍정
머니투데이,"전기차 배터리 시장, 10년 뒤 '214.7조원'..메모리반도체 추월",긍정
오토타임즈,"'배기음 장인' 마세라티, 전기차에 입힐 소리는?",중립
연합뉴스,넥쏘의 힘..현대차 수소전기차 세계 판매 1만대 돌파,긍정
뉴시스,정의선·구광모 '배터리 회동' 성사..미래 전기차 배터리 협력 논의,긍정
한겨레,제로백 3초..슈퍼카를 삼킨 전기차,긍정
조선일보,"""테슬라 독주 막아라"".. 수입차 업계도 전기차 공세",부정
오토타임즈,[르포]전기차 최적화 '아틀란 내비' 직접 사용해보니,중립
디지털타임스,전동화 속도내는 '제네시스'.. 내년 전기차 4종 출격,긍정
지디넷코리아,유럽-중국 전기차 배터리 협력 강화,긍정
노컷뉴스,푸조 e-208 출격..2천만 원대 수입 전기차,긍정
동아일보,SM3 전기차 파격..보조금 600만원 더 준다,긍정
국민일보,"[단독]전기차 충전시설 '불법주차' 단속, 장애인주차구역만큼 강화",부정
중앙일보,[기고] 한진의 전기차 상생과 '한국판 테슬라' 탄생,긍정
뉴시스,전기차 시대 왔나?..'배터리 3사'에 관심집중,중립
연합뉴스,전기차 충전·초소형 전기특수차 운행..제주·전북서 실증 착수,중립
전자신문,GS·포스코 대기업마저..'中 전기차 국내유통' 가세,중립
머니투데이,국내 '달리는 공기청정기' 수소전기차 '6000대' 넘어섰다,긍정
뉴시스,코로나19에 전기차 '고속질주'..이유는?,중립
연합뉴스,"SKT, 모빌리티 사업 가속화..바이톤과 국내 전기차 출시 협력",긍정
전자신문,"6개 지자체, 전기차 예산 반납..6.5만대 달성 '빨간불'",부정
지디넷코리아,[시승기] '고속전비 5.7km/kWh' 벤츠 순수 전기차 EQC,중립
지디넷코리아,"美 클린테크니카 ""한국은 전기차 시장 불모지"" 일침",부정
한국경제,상반기 전기차 보조금..테슬라·중국 버스가 '싹쓸이',부정
한국경제,"中 전기차, 테슬라 아성 넘본다",긍정
SBS,"테슬라 앞세운 외국 전기차, 한국서 고속질주",긍정
매일경제,[Car] 작지만 다부진 '유럽 전기차 자존심'..테슬라 게 섰거라!,긍정
머니투데이,"LG전자, 전기차 부품사업 '승부수' ..구광모 회장 결단 있었다",긍정
