Press,Headline,Analysis
연합뉴스,"""테슬라 등 수입 증가에 대미·대중 전기차 무역적자 심화""",부정
머니투데이,"전기차 주행거리 800km 시대..한국은 못만드나, 안만드나[허심車톡(Talk)]",중립
머니투데이,"1억짜리 벤츠 전기차 타보니..조용한 고급차, 그 이상이 없네[차알못시승기]",중립
YTN,전기차·수소차 고속도로 통행료는 왜 반드시 하이패스로 해야할까?,중립
뉴시스,"전기차 보급 한창인데 보조금 부족..환경부 ""지방비 확보 나선다""",중립
파이낸셜뉴스,"GM ""2025년, 전기차 판매 테슬라 따라잡는다""",긍정
연합뉴스,"""유럽서 경형 전기차 인기..가격 경쟁 본격화될 것""",중립
연합뉴스,"""전체 자동차 중 0.8%는 전기차""..전력거래소, 보급현황 분석",중립
연합뉴스,"쾌속질주 전기차..아이오닉 5·EV6, 반년 만에 5만대 돌파",긍정
연합뉴스,"中 전기차 업계, 인재 영입 전쟁..""연봉 50% 올려 스카우트""",부정
연합뉴스,꺼도 꺼도 살아나는 불꽃..전기차 화재에 소방관 골치,부정
노컷뉴스,'전기차 지원↓·경차 혜택↑'..새해 달라지는 자동차 제도,중립
연합뉴스,가나 첫 전기차는 현대 코나..시험운행 후 '긍정' 평가,긍정
연합뉴스,10년내 20조원 시장 열린다..너도나도 '전기차 폐배터리' 사업,긍정
연합뉴스,"제네시스, 2025년부터 신차는 수소·배터리 전기차만 출시(종합)",중립
전자신문,"인도네시아 대통령 만난 정의선..""전기차 생태계 조성 손잡자""",긍정
연합뉴스,"인도네시아 ""2050년부터 신차는 전량 전기차 판매만 허용""",중립
한겨레,"호랑이해, 전기차야말로 '기호지세'",긍정
오토타임즈,"[하이빔]전기차, 보조금 쏟아부어야 탄소 중립?",중립
연합뉴스,[서울모빌리티쇼] 전기차·첨단기술로 모빌리티 미래 엿본다,긍정
연합뉴스,"현대차 ""2023년까지 양산할 전기차 배터리 모두 확보""",긍정
연합뉴스,"삼성전자·하이닉스 판 개미들, 중국 전기차 ETF 샀다",중립
경향신문,"제네시스 첫 전용 전기차 GV60 타보니..너, 미래에서 왔구나",긍정
연합뉴스,"""너무 조용하면 안돼""..전기차 음향 발생기 장착 의무화 추세",중립
중앙일보,전기차 특수? 하이브리드도 잘나간다,중립
연합뉴스,전기차로 부품업체 일자리 수십만개 소멸 공포..'폭풍전야',부정
JTBC,[단독] 전기차 '열폭주' 멈출 장비 필요한데..국회는 '냉담',부정
연합뉴스,쏘나타 생산라인서 아이오닉6 만들까..전기차 라인 전환 '촉각',중립
연합뉴스,"""전기차 운행하고 배출권거래제로 수익 올려 재투자""",긍정
연합뉴스,충전 대신 배터리 갈아끼는 전기차..중국서 대세될까,중립
매일경제,GV60 뽑고싶은데..전기차 보조금 동났나고?,중립
연합뉴스,"기아, 스웨덴 전기차시장서 테슬라 제쳐..네덜란드선 7월부터 1위",긍정
연합뉴스,스웨덴 폴스타 국내 상륙..수입 전기차시장서 테슬라와 격돌(종합),중립
연합뉴스,"양기대 ""전기차는 급증하는데..화재진압 장비는 턱없이 부족""",부정
연합뉴스,글로벌 전기차 시장 '격화'..미국 고삐 죄며 중국 견제 나서,부정
오토타임즈,"전기차 강국 노르웨이 ""보조금 보다는 운행 혜택 중요""",중립
연합뉴스,[서울모빌리티쇼] 전기차 뛰어든 중소업체들..밴부터 SUV까지 각양각색(종합),중립
연합뉴스,"애플 협력업체 대만 폭스콘, 첫 전기차 모델 3종 공개",중립
연합뉴스,"""고속도로서 전기차 충전 더 쉽게""..충전기 1천여기 구축",긍정
JTBC,"[단독] 전기차 화재 '1000도 열폭주'..""기존 방식으론 진화 어려워""",부정
연합뉴스,전기차 보조금 100% 지급 상한액 6천만→5천500만으로 조정한다,부정
연합뉴스,도요타도 미국에 배터리공장 짓는다..전기차시장 각축전 가열,중립
연합뉴스,중국 수소전기차 육성 나서..상하이 일대 첫 시범지역,중립
연합뉴스,현대차·기아 모두 '강성노조'..전기차 전환기에 변수될까,부정
전자신문,"[신차드라이브]BMW iX ""압도적 존재감..전기차 첨단 기술의 정점""",긍정
연합뉴스,"폭스콘, 미 스타트업 피스커 손잡고 전기차 생산",긍정
한국경제,포드-리비안 '전기차 동맹' 깨졌다,부정
연합뉴스,전기차 정부지원금 10년간 3.8조원 썼지만 충전 인프라 태부족,부정
연합뉴스,"삼성SDI-스텔란티스, 미국에 23GWh 전기차 배터리 합작공장 설립",긍정
전자신문,"전기차 보조금 남아돈다..서울, 보급률 전국 최하위",부정
연합뉴스,팬데믹속 독일 IAA 개막..전기차·수소차·자율주행차로 질주,중립
연합뉴스,부품업계도 전기차 시계 빨라지는데..중소업체는 '아직',부정
한국경제,소형 전기차 글로벌 大戰,중립
연합뉴스,배터리 때문에 비싼 전기차..언제 내연차 수준으로 떨어질까,부정
동아일보,"[횡설수설/박중현]바이든 ""전기차가 미래""",긍정
조선일보,테슬라 제쳤다.. 中 전기차·배터리 무서운 질주,긍정
아레나,지금 전기차가 넘어야 할 턱들,중립
KBS,"[같이경제] ""전기차 보조금 동났다""..내년은?",중립
연합뉴스,"미, 전기차 세제지원 제동걸리나..'여당내 야당' 맨친 의원 반대",부정
파이낸셜뉴스,[fn스트리트] 전기차 과속 경고음,중립
연합뉴스,"현대차, 인도네시아서 전기차 생산할 '숙제' 하나 풀었다",중립
연합뉴스,"中전기차 유럽시장 공략..웨이라이, ET7 내년 독일서 판매",중립
동아일보,"""전기차 배터리 진화 가장 어려웠다""",중립
뉴시스,[車블랙박스]아이오닉5·모델Y..전기차 '왕좌 쟁탈전' 시작됐다,중립
문화일보,'소리 없는 아우성'.. 전기차 100종 몰려온다,중립
MBC,"[단독] 현대차 ""미국서 전기차 생산""..8조 4천억 투자",긍정
연합뉴스,불붙은 전기차 왕좌 다툼에..충전 인프라 경쟁도 '후끈',중립
비즈워치,"부진한 자동차 시장, 전기차로 살아날까",중립
오토타임즈,[하이빔]친환경 전기차의 에너지 역설,중립
오마이뉴스,전기차·투어버스 있는데 비슬산에 웬 케이블카?,중립
노컷뉴스,"2022년 쏟아지는 전기차 라인업, '대중화 원년' 승자는?",중립
연합뉴스,반도체 수급난에도 수입 전기차 잘나간다..작년보다 52%↑ 2만대 돌파,긍정
SBS,전기차 앞세운 서울모빌리티쇼..판매량 얼마나 늘었나,중립
연합뉴스,"전기차 급가속하는 글로벌 자동차업계..""내연기관 미래없다""",부정
연합뉴스,상하이모터쇼 개막..전기차 주도권 놓고 신구 세력 대격돌,중립
매경이코노미,포르쉐 잡으러 한국 왔다..'안전제일' 고성능 전기차 '폴스타' 상륙,긍정
노컷뉴스,[그래?픽!]충전소가 주유소보다 많다?..전기차의 모든 것,중립
YTN,전기차 시대 '원년'..충전소 확충 '안간힘',중립
연합뉴스,전기차 지원금 최대 1천900만원..수소차 3천750만원,중립
전자신문,"전기차 '에너지등급제' 시동..완성차 ""시기상조""",부정
연합뉴스,아파트 전기차 충전구역도 일반차 주차하면 과태료 물린다,부정
KBS,제주 목장·도심 곳곳 수입 전기차 무더기 방치..왜?,부정
전자신문,"반도체 수급난 심화..중고 전기차, 신차 가격 추월",부정
조선일보,"전기차엔 필요 없는 '그릴', 더 크고 길어졌다",중립
조선일보,"""뭉쳐야 산다"" 전기차 플랫폼·배터리 동맹 속속 출현",긍정
KBS,[현장K] 전기차 선도 지역 맞아?..'충전기'도 곳곳에 방치,부정
KBS,"[같이경제] 전기차, 언제 살까?",중립
연합뉴스,"테슬라 전용 충전소, 타사 전기차에도 연내 개방키로",긍정
조선비즈,접지력 높이고 소음 줄이고.. 타이어도 전기차 시대 준비,긍정
뉴시스,"美 에너지·교통부, '전기차 충전소' 자문위·사무실 설치",중립
조선비즈,제네시스·벤츠·아우디.. 하반기에 고급 전기차 쏟아진다,긍정
JTBC,불나면 끄기 어려운 '전기차 열폭주'..119의 해법은,부정
SBS,전기차 늘어나자 '충전 마케팅'으로 차별화,긍정
스포츠동아,"""테슬라를 넘어라"" 달아오르는 전기차 시장 하반기 대격돌",중립
연합뉴스,전기차 성능 높일 배터리 음극재 제조기술 개발..11억 기술이전,긍정
문화일보,요즘 전기차 '럭셔리'에 꽂히다,긍정
오토타임즈,"[시승]전기차에 가장 가까운 하이브리드, 혼다 어코드",중립
연합뉴스,전기차 방치 사태에 놀란 제주도..전수조사 후 보조금 제한 벌칙,부정
조선비즈,[전기차 보조금 대란]③ 보조금따라 판매량 들쑥날쑥.. 지자체별 기준도 제각각,중립
머니투데이,"282조원 쏟아부었지만..""2030년까지도 전기차 배터리 부족""",부정
디지털타임스,"한국GM, 美전기차 전략 '캐시카우' 맡는다",중립
지디넷코리아,"스포츠카 '로터스', 중국서 전기차 만든다",중립
동아일보,테슬라 제친 아이오닉5.. 국내 전기차시장 '대지진',부정
연합뉴스,"""전기차 등 무공해차 올해 30만대까지 보급""..정부, 방안 논의",중립
연합뉴스,"중국, 차 없는 집이 전기차 사면 '번호판 선물' 추진",긍정
한국경제,"정의선 ""제네시스 전기차로 담대한 여정""",긍정
디지털타임스,"""고소득층 위주 전기차 보급 추세..가격·인프라 없이 '빅뱅' 없다""",부정
머니투데이,"""전기차 지원금 없애라""..머스크, 中 추켜세우며 美 정책 맹비난",부정
조선일보,"전세계 전기차 10년간 1000만→1억4500만대 늘어야 한다는데, 될까?",중립
연합뉴스,"'디폴트 위기' 중국 헝다, 부동산 줄이고 전기차 중심 재편 계획",중립
오토타임즈,[하이빔]정치 영역으로 들어간 미국 전기차,중립
머니투데이,원가 오르는데 보조금 깎이는 전기차..'소비자 떠날라' 업계 전전긍긍,부정
연합뉴스,"수출로 버티는 코나·니로, 전용 전기차에 밀려 국내 단종되나",부정
비즈워치,'대세는 전기' 서울모빌리티쇼 전기차 향연,긍정
뉴시스,'배터리 절반 남으면 충전'..공유 전기차 '주행거리 불안',부정
한국경제,"바이든, 탄소중립 공식화..美 전기차 전환 '가속페달'",긍정
오토타임즈,'스타리아·카니발' MPV 전기차 언제 나오나,중립
중앙일보,"""전기차 맹주 아직 없다""..폭스콘·샤오미·SONY도 도전장",부정
세계일보,"印尼 대통령 만난 정의선 ""아세안 전기차 생태계 구축 지원""",긍정
연합뉴스,친노조 美 빅3 전기차에 세제지원..무노조 테슬라·도요타 반발,부정
연합뉴스,아우디 고성능 전기차 'e-트론 GT' 국내 공개..연내 출시,긍정
연합뉴스,"""美·中·EU 2030년 전기차 점유율 35%..EU서 40만명 실직""",부정
연합뉴스,"""소비자 10명 중 8명, 환경보호 위해 전기차 대중화 필요""",긍정
연합뉴스,"""전기차, 2027년께 내연기관차보다 생산단가 낮아져""",중립
연합뉴스,발동 걸린 미 전기차 배터리 제조업..신규 투자 잇따라,긍정
매일경제,"""테슬라 왜 사니""..'독한' 전기차, 쏟아진다 [카이슈]",부정
중앙일보,"정의선의 승부수, 제네시스 전기차만 만든다",긍정
뉴시스,올해 국내서 전기차 7만1000대 팔렸다..세계 7위 시장(종합),긍정
조선비즈,보조금 없어도 팔린다.. 1억 넘는 전기차·수입 PHEV 강세,긍정
머니투데이,EV6·EQA 전기차 신차 쏟아지는데..보조금 충분할까,중립
연합뉴스,빨라지는 전기차 시계에..글로벌 완성차업계 구조조정 '가속',중립
조선일보,"""제네시스 2025년부터 전기차만 출시""",긍정
연합뉴스,남아공 전기차 1천509대뿐..전세계 약1천만대,중립
문화일보,'더 높은 레벨을 향해'.. 자율주행·전기차 '속도전',중립
연합뉴스,전기차도 럭셔리 바람..포르쉐·아우디·벤츠 경쟁 '치열',중립
디지털타임스,인니와 손잡은 정의선.. 전기차 생산·수소생태계 '시동',긍정
조선비즈,"전기차 시대, 2~5년 빨라진다.. 반도체·원자재 수급 불안이 관건",중립
매일경제,페달 밟는 전기차..택시시장 공략 나선다,중립
한국경제,전기차 시장 박터진다..내년 '아이오닉6·EQE' 세단 총출동,긍정
한국경제,'대륙의 만물상' 샤오미..가성비 전기차 만든다,중립
오토타임즈,"[하이빔]전기차 화재 대응, 선견지명 있는 소방청",중립
쿠키뉴스,전기차 시대..충전 인프라 부족 현상 '여전',부정
동아일보,"[단독]아이오닉5, '글로벌 전기차 격전지' 노르웨이서 통했다",긍정
동아일보,"메르세데스의 두 번째 도전.. 벤츠코리아, 소형 SUV 전기차 'EQA' 첫선",중립
한겨레,"'전기차 얼리어댑터들', 배터리 교체 어떻게 하리오?",중립
연합뉴스,"제네시스, 서울모빌리티쇼서 전기차만 전시한다",중립
매일경제,"""타이어가 똑같네""..포르쉐 아우디 테슬라 폭스바겐, 모두 전기차엔 '한국'",중립
한국경제,전기차·자율주행차..미래 모빌리티 大戰,중립
연합뉴스,"GM, 전기차 업체 변신 선언..""2035년 휘발유車 생산 완전 중단""(종합)",긍정
스포츠동아,BMW 순수 전기차 'iX xDrive40' 시승기 [원성열 기자의 CAR & TRACK],중립
KBS,[ET] '세계 최대' 중국 전기차 시장 각축,중립
조선일보,"2022 호랑이해, 전기차들이 호랑이처럼 달려온다",긍정
연합뉴스,아파트 전기차 충전기 설치의무 상향..신축 5%·구축 2%,중립
파이낸셜뉴스,"미 전기차 리비안 돌풍..시총, 포드·GM 뛰어넘어",긍정
연합뉴스,"""SK이노-포드, 전기차 배터리셀 조인트벤처 양해각서 체결 예정""(종합)",중립
중앙일보,전기차 보조금 컷 5500만원..테슬라 5499만원으로 내릴까,중립
뉴시스,"LG엔솔-SK이노, 美서 전기차 배터리 집중..세계 배터리 전쟁 격화",중립
중앙일보,"""리비안과 전기차 협력 그만""..포드의 자신감?",부정
머니투데이,전기차 '나비효과'[광화문],중립
연합뉴스,"국표원, 전기차 무선충전기 안전기준 마련 선제적 추진",긍정
세계일보,對美·中 전기차 무역적자 갈수록 심화,부정
한국경제,'제네시스' 2025년부터 전기차로만 나온다..파격 승부수,긍정
연합뉴스,"엔진으로 주행거리 늘린 전기차 재등장..""또 다른 선택지될듯""",중립
연합뉴스,베일 벗은 현대차 '아이오닉 5'..전기차 왕좌 다툼 불붙었다,긍정
연합뉴스,한국서 전기차 올해 3분기까지 7만1천대 팔렸다..세계 7위,중립
연합뉴스,화웨이 '美제재 타격' 스마트폰 매장서 전기차 판매 시작,중립
중앙일보,"사전계약 기록 갱신 경차 '캐스퍼', 글로벌 전기차 경쟁 나서나",중립
연합뉴스,속도내는 현대차그룹 전기차 전략..2025년 100만대 판다,긍정
파이낸셜뉴스,'SUV 전기차' 몰려온다.. 가격·성능 경쟁으로 승부수,중립
연합뉴스,"현대차, 인도서 2028년까지 전기차 6종 출시..6천억원 투자",긍정
연합뉴스,"전기차 혁명 부를까..""주유시간에 배터리 충전"" 신기술 공개",긍정
한국경제,급성장세 전기차 '500만대 시대' 열리나..변수는 반도체,중립
국민일보,"테슬라 독과점 끝났다.. 전기차 시장, 점유율 싸움 격화",부정
전자신문,車 가격 상승 지속..전기차 대중화 지연 우려,부정
연합뉴스,"애플, BMW 전기차 개발 이끈 전 부사장 영입..애플카 포석인 듯",긍정
연합뉴스,샤오미 베이징에 전기차 공장..연 30만대 생산 목표,중립
한국경제,"충전소·주행거리 늘어나는 '전기차' 사볼까..""꼼꼼히 따져라""",중립
동아일보,美 신생차 '올해의 차' 석권.. '전기차 대격전' 스타트,긍정
중앙일보,"대전환의 시대..서울모빌리티쇼, 전기차 격전장 됐다",중립
경향신문,속도 붙는 '전기차 전면 전환'..세계가 움직인다,긍정
조선비즈,하반기 '전기차 대전' 대비하는 지자체.. 보조금 추가공고,긍정
연합뉴스,중고차업체 직원이 추천하는 전기차는..아이오닉일렉트릭·모델3,중립
중앙일보,보조금 안 받아도 자신만만..억대 수퍼 전기차 몰려온다,긍정
연합뉴스,"BMW, 매년 전기차 판매 50%씩 늘린다..2030년에는 과반",긍정
한국경제,전기차 대안은 '수소차'..BMW·아우디·다임러 뛰어들었다,중립
뉴스타파,SBS부터 JTBC까지 '사기 전기차' 홍보..언론은 공범인가? 주범인가?,부정
지디넷코리아,"제네시스, 2025년 이후 순수 전기차만 만든다",중립
중앙일보,모빌리티 '대전환의 시대'..서울모빌리티쇼 '전기차 세계대전',중립
연합뉴스,"GM ""멕시코서 2023년부터 전기차 생산..10억달러 투자""",긍정
쿠키뉴스,날개단 전기차株 주가 고공행진 [이주의 상한가],긍정
한국경제,"'1조 매출' NVH ""전기차 열, 우리가 잡는다""",긍정
연합뉴스,하이브리드·전기차 인기에..국내 친환경차 '100만대 시대' 눈앞,긍정
지디넷코리아,"샤오미, 전기차 진출..바이두·알리바바와 어떻게 다르나",중립
머니투데이,"""전기차 선두 테슬라 잡아라""..배터리 기업들 납품 경쟁",중립
국민일보,유럽선 테슬라 추월.. 2000만원대 '전기차' 납시오,긍정
파이낸셜뉴스,"[fn사설] 글로벌 전기차 진검승부, 출발신호 울렸다",긍정
조선비즈,[전기차 보조금 대란]① 세금으로 테슬라만 배불려.. 구매자 줄 세우는 반쪽 지원책,부정
연합뉴스,루시드 전기차 예약 1만7천대 넘어..美전문지 '올해의 차' 선정,긍정
노컷뉴스,"전기차 '화이트리스트' 1순위, 르노 조에(ZOE)",긍정
한국경제,중국이 전기차 보조금 화끈하게 지원하는 이유 [더 머니이스트-Dr.J's China Insight],중립
연합뉴스,"GM, 테슬라 잡고 ""전기차 1위 될것""..2030년까지 매출 두배 목표",긍정
중앙일보,전기차 열풍에도 하이브리드가 실속 챙겼다..과도기 시장 장악,부정
한국경제,1088마력 괴물 전기차 만든 '유럽의 머스크',긍정
한겨레,"전기차 위한 중요한 전략, '콘센트형 충전기'",중립
문화일보,<오후여담>전기차 '반값 배터리' 경쟁,중립
연합뉴스TV,"전기차 시대..충전소 먹통에도 ""주말은 쉰다""",부정
연합뉴스,전기차 완속충전기 14시간 이상 점유시 과태료 10만원,부정
한국경제,전기차 시대..디자인 혁명 막 올랐다,긍정
지디넷코리아,"폭스콘, 전기차사업 질주..""멕시코·인도·유럽 공략""",긍정
연합뉴스,반도체에 발목잡힌 아이오닉 5..모델Y 국내 전기차 왕좌 굳힐까(종합),부정
한국경제,유럽 전기차 판매 6배 늘었다,긍정
연합뉴스,럭셔리전기차 벤츠·재활용차 BMW·로보택시 VW,중립
SBS Biz,[이슈분석] 하반기 전기차 대전 펼쳐진다..테슬라 아성 넘어설까?,중립
중앙일보,"보조금 줄고 충전료 올랐다..전기차, 하반기 시동 꺼질 위기",부정
조선비즈,"전기차 충전기 10만기 넘겼지만.. ""차가 더 빨리 늘어 여전히 부족""",부정
오토타임즈,"[하이빔]전기차 개념, 충전일까 동력일까",중립
지디넷코리아,벤츠·아우디 등 '고가 전기차' 보조금 사라진다,부정
중앙일보,"[단독] 서울·부산·경기, 전기차 보조금 추가 지급",긍정
MBC,"전기차 연상 ""볼츠바겐으로""..'만우절 장난' 소동",중립
연합뉴스,세계 4위 스텔란티스 전기차에 '올인'..5년간 41조원 투자(종합),긍정
더팩트,앞으로 내연기관차 안 만든다는데..전기차 살까요?,중립
YTN,점점 커지는 전기차 시장..하반기 고급차 잇따라 출시,긍정
연합뉴스,"""전기차 겨울 주행거리 20∼30%↓..명절 이동, 충전계획 세워야""",중립
연합뉴스,"폭스바겐, 2030년에 신차 판매 절반은 전기차로(종합)",중립
국민일보,뜨거워진 전기차 시장.. 전통 강자 참전에 지각변동 예고,중립
연합뉴스,"신생 전기차 업체 피스커, 2023년 폭스콘과 미국서 생산",중립
조선일보,"""글로벌 車시장 뒤집겠다"".. 중국 전기차, 해외로 진격",긍정
조선일보,"전기차도 '집밥시대'.. 콘센트, 충전 해결사로 떴다",긍정
뉴시스,"[車블랙박스]내년, 전기차가 쏟아진다..출시 앞둔 신차는?",중립
스포츠동아,"한국 GM ""전기차, 한국선 생산 안한다""",부정
연합뉴스,"르노 조에, 작년 유럽 전기차 판매 1위..첫 연간 10만대 돌파",긍정
KBS,관리 주체 제각각..전기차 충전기 방치 불렀다,부정
뉴시스,"글로벌 전기차시장서 한국 존재감↑..""공급망 관리 관건""",중립
연합뉴스,[특파원 시선] 中 한 쇼핑몰에 전기차 매장만 3곳..판이 바뀌었다,중립
한겨레,테슬라의 무서운 독주..새해 '전기차 진검승부' 펼쳐진다,중립
연합뉴스,소형 트럭도 '전기차 시대'..포터·봉고 전기차 누적 3만대 돌파,긍정
조선비즈,"[인터뷰] 제프 매너링 아우디 사장 ""전기차 보조금 줄어도 가격 안 낮춰""",부정
비즈워치,전기차 앞에 '순수' 붙는 이유,중립
중앙일보,"제네시스, 여름 이후 '전기차' 출시..고급차시장 공략 가속화",긍정
지디넷코리아,진화하는 전기차..장거리 넘어 고성능 넘본다,긍정
한국경제,"테슬라 타고 고향가다 '낭패'..""전기차 주의하세요""",부정
매경이코노미,희비 엇갈린 전기차 대장주.. 리비안 '폭등',긍정
중앙일보,내년 화끈한 '전기차 전쟁'..신모델 입맛대로 고른다,긍정
연합뉴스,"한전, 전기차 충전소 검색·예약·결제 '원스톱 서비스'",긍정
머니투데이,"좀 늦었지만..전기차에 20조 쓰는 日닛산 ""전고체 배터리 만든다""",중립
연합뉴스,"머스크, 폭스바겐 임원회의 깜짝 등장..""전기차 통달할 것"" 덕담",긍정
조선비즈,"제네시스·벤츠·BMW·포르셰, 전기차·SUV 앞세워 연말 판매 총력전",중립
KBS,[인터뷰] '한라산에 BMW 전기차 무더기 방치' 취재해 보니,부정
중앙일보,'3만달러 전기차' 시대 올까..테슬라 이어 폭스바겐도 만든다,중립
한겨레,전기차 국내 판매 누적 20만대 돌파,긍정
중앙일보,전기차 시대..'3000만원 테슬라''800km 주행' 언제 오나,중립
연합뉴스,"중국 바이두 전기차 진출 공식 선언..""변혁자 되겠다""",긍정
조선비즈,[투자노트] 전기차 회사로 탈바꿈하겠다는 도요타의 계획,중립
전자신문,"명신, 패러데이퓨처 전기차 연간 25만대 만든다",중립
